window,seq_auc,relaxed_auc,diff
2510,0.9042,0.9286,0.0244
2511,0.8870,0.8454,-0.0416
2512,0.8218,0.8188,-0.0030
2513,0.9032,0.9078,0.0046
2514,0.9260,0.9130,-0.0130
2515,0.8748,0.8676,-0.0072
2516,0.8704,0.8904,0.0200
2517,0.9036,0.9060,0.0024
2518,0.8718,0.8786,0.0068
2519,0.8760,0.8788,0.0028
2520,0.8728,0.9366,0.0638
2521,0.9054,0.9010,-0.0044
2522,0.9000,0.8962,-0.0038
2523,0.9086,0.9142,0.0056
2524,0.8988,0.9342,0.0354
2525,0.8360,0.8248,-0.0112
2526,0.8656,0.8530,-0.0126
2527,0.9224,0.9314,0.0090
2528,0.9270,0.9474,0.0204
2529,0.8822,0.8968,0.0146
2530,0.9518,0.9608,0.0090
2531,0.8858,0.9052,0.0194
2532,0.8836,0.8626,-0.0210
2533,0.8642,0.8876,0.0234
2534,0.9110,0.8696,-0.0414
2535,0.8818,0.8736,-0.0082
2536,0.8634,0.8572,-0.0062
2537,0.8582,0.8608,0.0026
2538,0.8340,0.8354,0.0014
2539,0.9008,0.9224,0.0216
2540,0.8234,0.8028,-0.0206
2541,0.8776,0.8662,-0.0114
2542,0.9542,0.9540,-0.0002
2543,0.8626,0.8832,0.0206
2544,0.8796,0.8698,-0.0098
2545,0.8668,0.8986,0.0318
2546,0.8894,0.9080,0.0186
2547,0.9046,0.9178,0.0132
2548,0.8980,0.9378,0.0398
2549,0.8038,0.8086,0.0048
2550,0.9346,0.9368,0.0022
2551,0.9074,0.8898,-0.0176
2552,0.7940,0.8238,0.0298
2553,0.8672,0.8782,0.0110
2554,0.8260,0.8590,0.0330
2555,0.8950,0.9022,0.0072
2556,0.8792,0.9046,0.0254
2557,0.8736,0.8876,0.0140
2558,0.9304,0.9460,0.0156
2559,0.8868,0.8962,0.0094
2560,0.8348,0.8372,0.0024
2561,0.8748,0.8940,0.0192
2562,0.8780,0.8926,0.0146
2563,0.9356,0.9030,-0.0326
2564,0.9368,0.9366,-0.0002
2565,0.8592,0.8458,-0.0134
2566,0.9062,0.9024,-0.0038
2567,0.9050,0.8986,-0.0064
2568,0.8470,0.8876,0.0406
2569,0.8918,0.8858,-0.0060
2570,0.8958,0.9028,0.0070
2571,0.8836,0.9174,0.0338
2572,0.8906,0.8650,-0.0256
2573,0.9332,0.9510,0.0178
2574,0.9256,0.9000,-0.0256
2575,0.9378,0.9224,-0.0154
2576,0.8890,0.8798,-0.0092
2577,0.8510,0.8404,-0.0106
2578,0.8842,0.8856,0.0014
2579,0.8988,0.8934,-0.0054
2580,0.9002,0.9104,0.0102
2581,0.8804,0.8884,0.0080
2582,0.8462,0.8110,-0.0352
2583,0.8062,0.7936,-0.0126
2584,0.9304,0.9392,0.0088
2585,0.9004,0.8914,-0.0090
2586,0.8706,0.8806,0.0100
2587,0.8894,0.8850,-0.0044
2588,0.8510,0.8284,-0.0226
2589,0.8546,0.8418,-0.0128
2590,0.8534,0.8628,0.0094
2591,0.9018,0.8976,-0.0042
2592,0.9146,0.9254,0.0108
2593,0.9002,0.8870,-0.0132
2594,0.8088,0.8210,0.0122
2595,0.8798,0.8464,-0.0334
2596,0.8598,0.8674,0.0076
2597,0.8572,0.8606,0.0034
2598,0.9020,0.8898,-0.0122
2599,0.8746,0.8658,-0.0088
2600,0.7988,0.7964,-0.0024
2601,0.8736,0.8924,0.0188
2602,0.8896,0.8940,0.0044
2603,0.8694,0.9002,0.0308
2604,0.9140,0.9158,0.0018
2605,0.8878,0.8956,0.0078
2606,0.8498,0.8360,-0.0138
2607,0.8824,0.9004,0.0180
2608,0.8840,0.8812,-0.0028
2609,0.9380,0.9404,0.0024
2610,0.8910,0.9036,0.0126
2611,0.9116,0.9146,0.0030
2612,0.8406,0.8516,0.0110
2613,0.8250,0.8496,0.0246
2614,0.8832,0.8622,-0.0210
2615,0.8882,0.8938,0.0056
2616,0.9100,0.8902,-0.0198
2617,0.8674,0.9316,0.0642
2618,0.9066,0.9188,0.0122
2619,0.9104,0.9218,0.0114
2620,0.8542,0.8458,-0.0084
2621,0.8956,0.9224,0.0268
2622,0.9176,0.9314,0.0138
2623,0.8676,0.8784,0.0108
2624,0.8798,0.8600,-0.0198
2625,0.8784,0.8790,0.0006
2626,0.8608,0.8510,-0.0098
2627,0.8966,0.9094,0.0128
2628,0.8160,0.7954,-0.0206
2629,0.8780,0.8852,0.0072
2630,0.8256,0.8402,0.0146
2631,0.9130,0.9114,-0.0016
2632,0.8928,0.8976,0.0048
2633,0.8530,0.9064,0.0534
2634,0.8832,0.8678,-0.0154
2635,0.9192,0.9268,0.0076
2636,0.9162,0.8774,-0.0388
2637,0.8670,0.8764,0.0094
2638,0.9086,0.9056,-0.0030
2639,0.8720,0.8696,-0.0024
2640,0.9352,0.9408,0.0056
2641,0.7856,0.8064,0.0208
2642,0.8802,0.8774,-0.0028
2643,0.8650,0.8686,0.0036
2644,0.9226,0.8944,-0.0282
2645,0.9194,0.9140,-0.0054
2646,0.8016,0.8688,0.0672
2647,0.8894,0.8904,0.0010
2648,0.9300,0.9320,0.0020
2649,0.8676,0.8946,0.0270
2650,0.8504,0.8928,0.0424
2651,0.9382,0.9480,0.0098
2652,0.8892,0.8794,-0.0098
2653,0.8724,0.8852,0.0128
2654,0.8804,0.8732,-0.0072
2655,0.8422,0.8830,0.0408
2656,0.9294,0.9372,0.0078
2657,0.8570,0.8508,-0.0062
2658,0.8542,0.8690,0.0148
2659,0.9600,0.9410,-0.0190
2660,0.8448,0.8340,-0.0108
2661,0.9088,0.8854,-0.0234
2662,0.8586,0.8466,-0.0120
2663,0.8902,0.8940,0.0038
2664,0.9352,0.9306,-0.0046
2665,0.8720,0.8786,0.0066
2666,0.9522,0.9464,-0.0058
2667,0.9244,0.9368,0.0124
2668,0.7846,0.7932,0.0086
2669,0.9264,0.9032,-0.0232
2670,0.8924,0.8834,-0.0090
2671,0.8874,0.9226,0.0352
2672,0.8732,0.8756,0.0024
2673,0.8842,0.8354,-0.0488
2674,0.8256,0.8218,-0.0038
2675,0.8236,0.8564,0.0328
2676,0.9096,0.9020,-0.0076
2677,0.8766,0.8794,0.0028
2678,0.9076,0.8718,-0.0358
2679,0.8468,0.8732,0.0264
2680,0.9292,0.9094,-0.0198
2681,0.9428,0.8822,-0.0606
2682,0.8980,0.8998,0.0018
2683,0.8896,0.8892,-0.0004
2684,0.8640,0.8536,-0.0104
2685,0.8586,0.8862,0.0276
2686,0.8924,0.8664,-0.0260
2687,0.8432,0.8584,0.0152
2688,0.7782,0.7866,0.0084
2689,0.8938,0.9202,0.0264
2690,0.8512,0.8570,0.0058
2691,0.8762,0.8806,0.0044
2692,0.8374,0.8424,0.0050
2693,0.8782,0.8536,-0.0246
2694,0.8284,0.8438,0.0154
2695,0.8522,0.8302,-0.0220
2696,0.8690,0.8684,-0.0006
2697,0.9352,0.8990,-0.0362
2698,0.9310,0.9188,-0.0122
2699,0.8256,0.8204,-0.0052
2700,0.8782,0.8774,-0.0008
2701,0.9112,0.9268,0.0156
2702,0.8958,0.9230,0.0272
2703,0.8848,0.8804,-0.0044
2704,0.9176,0.9190,0.0014
2705,0.9282,0.9228,-0.0054
2706,0.9106,0.9034,-0.0072
2707,0.9188,0.9164,-0.0024
2708,0.8310,0.8528,0.0218
2709,0.8894,0.8906,0.0012
2710,0.7840,0.7910,0.0070
2711,0.9070,0.9372,0.0302
2712,0.9056,0.9062,0.0006
2713,0.8194,0.8352,0.0158
2714,0.8272,0.8006,-0.0266
2715,0.8992,0.8958,-0.0034
2716,0.9332,0.9482,0.0150
2717,0.8606,0.8792,0.0186
2718,0.9132,0.9104,-0.0028
2719,0.8744,0.8772,0.0028
2720,0.8834,0.8902,0.0068
2721,0.8556,0.8516,-0.0040
2722,0.8576,0.8796,0.0220
2723,0.9112,0.9102,-0.0010
2724,0.8770,0.8814,0.0044
2725,0.9144,0.9230,0.0086
2726,0.8932,0.8810,-0.0122
2727,0.8720,0.8920,0.0200
2728,0.8312,0.8466,0.0154
2729,0.8902,0.9156,0.0254
2730,0.8952,0.8826,-0.0126
2731,0.9286,0.9080,-0.0206
2732,0.8628,0.8878,0.0250
2733,0.8352,0.8370,0.0018
2734,0.8670,0.8708,0.0038
2735,0.8412,0.8832,0.0420
2736,0.8664,0.8440,-0.0224
2737,0.8916,0.9002,0.0086
2738,0.9098,0.9044,-0.0054
2739,0.9014,0.9064,0.0050
2740,0.8940,0.8768,-0.0172
2741,0.8266,0.8520,0.0254
2742,0.8334,0.8578,0.0244
2743,0.8282,0.8348,0.0066
2744,0.9350,0.9220,-0.0130
2745,0.8812,0.9266,0.0454
2746,0.8938,0.8750,-0.0188
2747,0.8740,0.8556,-0.0184
2748,0.9182,0.9238,0.0056
2749,0.8938,0.8954,0.0016
2750,0.9118,0.9098,-0.0020
2751,0.8068,0.7888,-0.0180
2752,0.8524,0.8342,-0.0182
2753,0.8962,0.9122,0.0160
2754,0.8802,0.9036,0.0234
2755,0.8764,0.8898,0.0134
2756,0.8870,0.8892,0.0022
2757,0.8518,0.8642,0.0124
2758,0.9348,0.9444,0.0096
2759,0.9122,0.8766,-0.0356
2760,0.8988,0.8928,-0.0060
2761,0.8566,0.8886,0.0320
2762,0.8938,0.8684,-0.0254
2763,0.8704,0.9134,0.0430
2764,0.8708,0.8622,-0.0086
2765,0.9494,0.9552,0.0058
2766,0.8272,0.8100,-0.0172
2767,0.8290,0.8550,0.0260
2768,0.8734,0.8888,0.0154
2769,0.8634,0.8916,0.0282
2770,0.8978,0.9130,0.0152
2771,0.8942,0.8636,-0.0306
2772,0.8418,0.8648,0.0230
2773,0.9026,0.9062,0.0036
2774,0.8302,0.8400,0.0098
2775,0.8306,0.8668,0.0362
2776,0.8896,0.9030,0.0134
2777,0.8390,0.8516,0.0126
2778,0.9320,0.9094,-0.0226
2779,0.9340,0.9194,-0.0146
2780,0.9270,0.9116,-0.0154
2781,0.8990,0.8954,-0.0036
2782,0.8574,0.8546,-0.0028
2783,0.8760,0.8620,-0.0140
2784,0.8662,0.9112,0.0450
2785,0.8852,0.8618,-0.0234
2786,0.9008,0.8824,-0.0184
2787,0.8944,0.8868,-0.0076
2788,0.8658,0.9262,0.0604
2789,0.8584,0.8616,0.0032
2790,0.8368,0.8528,0.0160
2791,0.8698,0.8222,-0.0476
2792,0.9102,0.8672,-0.0430
2793,0.8558,0.8666,0.0108
2794,0.8754,0.8908,0.0154
2795,0.8728,0.8672,-0.0056
2796,0.8930,0.8808,-0.0122
2797,0.8342,0.8028,-0.0314
2798,0.8534,0.8570,0.0036
2799,0.8296,0.8126,-0.0170
2800,0.8754,0.8826,0.0072
2801,0.8964,0.8904,-0.0060
2802,0.9130,0.9236,0.0106
2803,0.9298,0.9202,-0.0096
2804,0.8898,0.8974,0.0076
2805,0.9020,0.9174,0.0154
2806,0.8718,0.8702,-0.0016
2807,0.9340,0.9296,-0.0044
2808,0.9096,0.8896,-0.0200
2809,0.9212,0.9618,0.0406
2810,0.8920,0.9008,0.0088
2811,0.8758,0.8718,-0.0040
2812,0.8570,0.8842,0.0272
2813,0.8840,0.8844,0.0004
2814,0.9064,0.9204,0.0140
2815,0.8828,0.8574,-0.0254
2816,0.8784,0.8966,0.0182
2817,0.8916,0.8840,-0.0076
2818,0.8208,0.8294,0.0086
2819,0.8880,0.9142,0.0262
2820,0.8710,0.8262,-0.0448
2821,0.8530,0.8510,-0.0020
2822,0.8798,0.9100,0.0302
2823,0.8632,0.8788,0.0156
2824,0.8650,0.8654,0.0004
2825,0.8936,0.8988,0.0052
2826,0.8732,0.8724,-0.0008
2827,0.9500,0.9352,-0.0148
2828,0.8310,0.8580,0.0270
2829,0.9344,0.9154,-0.0190
2830,0.8558,0.8720,0.0162
2831,0.8352,0.8380,0.0028
2832,0.8954,0.8894,-0.0060
2833,0.9226,0.9124,-0.0102
2834,0.8994,0.8814,-0.0180
2835,0.8128,0.8338,0.0210
2836,0.9128,0.9244,0.0116
2837,0.8756,0.9034,0.0278
2838,0.8796,0.8916,0.0120
2839,0.8760,0.8664,-0.0096
2840,0.8962,0.9380,0.0418
2841,0.8450,0.8596,0.0146
2842,0.9568,0.9458,-0.0110
2843,0.8730,0.8710,-0.0020
2844,0.8886,0.9136,0.0250
2845,0.8696,0.8850,0.0154
2846,0.9092,0.9098,0.0006
2847,0.8282,0.8224,-0.0058
2848,0.8604,0.8580,-0.0024
2849,0.9056,0.8872,-0.0184
2850,0.8502,0.8380,-0.0122
2851,0.9084,0.9168,0.0084
2852,0.8390,0.8558,0.0168
2853,0.8620,0.8644,0.0024
2854,0.8316,0.8466,0.0150
2855,0.8798,0.8944,0.0146
2856,0.8738,0.8638,-0.0100
2857,0.8790,0.8580,-0.0210
2858,0.8614,0.8790,0.0176
2859,0.8326,0.8336,0.0010
2860,0.9344,0.9434,0.0090
2861,0.7948,0.7902,-0.0046
2862,0.8944,0.9260,0.0316
2863,0.8988,0.9252,0.0264
2864,0.9270,0.9012,-0.0258
2865,0.8492,0.8570,0.0078
2866,0.8786,0.8574,-0.0212
2867,0.8404,0.8360,-0.0044
2868,0.8996,0.9214,0.0218
2869,0.8686,0.8728,0.0042
2870,0.9086,0.9038,-0.0048
2871,0.9310,0.9304,-0.0006
2872,0.9154,0.9156,0.0002
2873,0.9128,0.8880,-0.0248
2874,0.9102,0.9278,0.0176
2875,0.8568,0.8906,0.0338
2876,0.8708,0.8300,-0.0408
2877,0.9434,0.9500,0.0066
2878,0.8976,0.8684,-0.0292
2879,0.8988,0.8914,-0.0074
2880,0.8654,0.8682,0.0028
2881,0.8564,0.8622,0.0058
2882,0.8726,0.8494,-0.0232
2883,0.8764,0.8776,0.0012
2884,0.9138,0.8926,-0.0212
2885,0.9256,0.9176,-0.0080
2886,0.8776,0.8812,0.0036
2887,0.8562,0.8432,-0.0130
2888,0.8976,0.9080,0.0104
2889,0.8002,0.7968,-0.0034
2890,0.8530,0.8752,0.0222
2891,0.8788,0.8922,0.0134
2892,0.9364,0.9124,-0.0240
2893,0.9334,0.9276,-0.0058
2894,0.8548,0.8624,0.0076
2895,0.8212,0.8192,-0.0020
2896,0.9188,0.9136,-0.0052
2897,0.8200,0.8356,0.0156
2898,0.8662,0.8686,0.0024
2899,0.9114,0.9080,-0.0034
2900,0.8396,0.8422,0.0026
2901,0.8946,0.8934,-0.0012
2902,0.8840,0.8968,0.0128
2903,0.9378,0.9484,0.0106
2904,0.9282,0.9344,0.0062
2905,0.9100,0.9180,0.0080
2906,0.8542,0.8526,-0.0016
2907,0.9112,0.9036,-0.0076
2908,0.8318,0.8528,0.0210
2909,0.8728,0.8988,0.0260
2910,0.9384,0.9340,-0.0044
2911,0.9012,0.9064,0.0052
2912,0.8144,0.8484,0.0340
2913,0.8858,0.9066,0.0208
2914,0.9376,0.9402,0.0026
2915,0.9408,0.9254,-0.0154
2916,0.8500,0.8308,-0.0192
2917,0.9404,0.9192,-0.0212
2918,0.8794,0.9034,0.0240
2919,0.9002,0.9252,0.0250
2920,0.8236,0.8294,0.0058
2921,0.8690,0.8416,-0.0274
2922,0.8778,0.9036,0.0258
2923,0.9472,0.9304,-0.0168
2924,0.8942,0.8990,0.0048
2925,0.8738,0.8796,0.0058
2926,0.9434,0.9388,-0.0046
2927,0.8336,0.8586,0.0250
2928,0.8112,0.8416,0.0304
2929,0.9018,0.9164,0.0146
2930,0.8610,0.8866,0.0256
2931,0.8290,0.8392,0.0102
2932,0.8054,0.8096,0.0042
2933,0.9174,0.8956,-0.0218
2934,0.8986,0.8918,-0.0068
2935,0.8712,0.8694,-0.0018
2936,0.8828,0.8876,0.0048
2937,0.8524,0.8576,0.0052
2938,0.9170,0.8946,-0.0224
2939,0.8654,0.8516,-0.0138
2940,0.8074,0.8402,0.0328
2941,0.9186,0.9238,0.0052
2942,0.8226,0.8564,0.0338
2943,0.8838,0.8698,-0.0140
2944,0.8944,0.8768,-0.0176
2945,0.9042,0.9036,-0.0006
2946,0.9044,0.9278,0.0234
2947,0.8486,0.8682,0.0196
2948,0.8760,0.8426,-0.0334
2949,0.8478,0.8600,0.0122
2950,0.9024,0.9412,0.0388
2951,0.9080,0.8938,-0.0142
2952,0.9074,0.9020,-0.0054
2953,0.8816,0.9032,0.0216
2954,0.9526,0.9562,0.0036
2955,0.8410,0.8664,0.0254
2956,0.8904,0.8844,-0.0060
2957,0.9092,0.9284,0.0192
2958,0.8966,0.8804,-0.0162
2959,0.8978,0.8800,-0.0178
2960,0.9318,0.9458,0.0140
2961,0.9272,0.8994,-0.0278
2962,0.9004,0.9104,0.0100
2963,0.9026,0.8804,-0.0222
2964,0.9170,0.9242,0.0072
2965,0.8856,0.8786,-0.0070
2966,0.8580,0.9166,0.0586
2967,0.9382,0.9414,0.0032
2968,0.7796,0.7910,0.0114
2969,0.8790,0.8818,0.0028
2970,0.8816,0.8922,0.0106
2971,0.8346,0.8292,-0.0054
2972,0.8662,0.8838,0.0176
2973,0.9524,0.9438,-0.0086
2974,0.9126,0.8620,-0.0506
2975,0.8822,0.8862,0.0040
2976,0.8700,0.8550,-0.0150
2977,0.9012,0.9142,0.0130
2978,0.8674,0.8634,-0.0040
2979,0.8274,0.8374,0.0100
2980,0.8920,0.9022,0.0102
2981,0.8706,0.8398,-0.0308
2982,0.8366,0.8650,0.0284
2983,0.8354,0.8330,-0.0024
2984,0.8434,0.8672,0.0238
2985,0.8738,0.8858,0.0120
2986,0.9106,0.8920,-0.0186
2987,0.8722,0.9090,0.0368
2988,0.8576,0.8090,-0.0486
2989,0.8850,0.8842,-0.0008
2990,0.8718,0.8848,0.0130
2991,0.9106,0.9264,0.0158
2992,0.9142,0.8690,-0.0452
2993,0.8920,0.8704,-0.0216
2994,0.9198,0.9210,0.0012
2995,0.8760,0.8672,-0.0088
2996,0.8944,0.8836,-0.0108
2997,0.8610,0.8480,-0.0130
2998,0.8338,0.8420,0.0082
2999,0.8526,0.8450,-0.0076
3000,0.8950,0.8998,0.0048
3001,0.8634,0.8714,0.0080
3002,0.8568,0.8438,-0.0130
3003,0.8788,0.8986,0.0198
3004,0.8478,0.8560,0.0082
3005,0.8818,0.8774,-0.0044
3006,0.8838,0.9010,0.0172
3007,0.9018,0.8826,-0.0192
3008,0.8402,0.8452,0.0050
3009,0.8710,0.8904,0.0194
3010,0.8584,0.8608,0.0024
3011,0.9024,0.8884,-0.0140
3012,0.8724,0.8778,0.0054
3013,0.8620,0.8746,0.0126
3014,0.9288,0.9396,0.0108
3015,0.8776,0.8868,0.0092
3016,0.8370,0.8568,0.0198
3017,0.8644,0.8820,0.0176
3018,0.8166,0.8320,0.0154
3019,0.8928,0.8746,-0.0182
3020,0.8458,0.9040,0.0582
3021,0.8710,0.8260,-0.0450
3022,0.8934,0.8840,-0.0094
3023,0.8522,0.8456,-0.0066
3024,0.8298,0.8464,0.0166
3025,0.9128,0.8954,-0.0174
3026,0.7710,0.7812,0.0102
3027,0.8966,0.9038,0.0072
3028,0.8274,0.8406,0.0132
3029,0.8726,0.9066,0.0340
3030,0.8640,0.8762,0.0122
3031,0.8780,0.9102,0.0322
3032,0.8986,0.8888,-0.0098
3033,0.8810,0.9014,0.0204
3034,0.8732,0.9002,0.0270
3035,0.8616,0.8690,0.0074
3036,0.8242,0.8506,0.0264
3037,0.8434,0.8208,-0.0226
3038,0.9224,0.9296,0.0072
3039,0.9130,0.9240,0.0110
3040,0.9264,0.8822,-0.0442
3041,0.8956,0.8940,-0.0016
3042,0.8620,0.8804,0.0184
3043,0.9096,0.8942,-0.0154
3044,0.9402,0.9464,0.0062
3045,0.8740,0.8786,0.0046
3046,0.8560,0.8658,0.0098
3047,0.9184,0.9262,0.0078
3048,0.9130,0.9126,-0.0004
3049,0.9162,0.9394,0.0232
3050,0.9312,0.9352,0.0040
3051,0.8776,0.8840,0.0064
3052,0.9134,0.8964,-0.0170
3053,0.8366,0.8620,0.0254
3054,0.8732,0.8592,-0.0140
3055,0.9458,0.9382,-0.0076
3056,0.9066,0.9130,0.0064
3057,0.8420,0.8440,0.0020
3058,0.8242,0.8224,-0.0018
3059,0.8636,0.8798,0.0162
3060,0.8928,0.8522,-0.0406
3061,0.8868,0.9216,0.0348
3062,0.8702,0.8694,-0.0008
3063,0.9008,0.8862,-0.0146
3064,0.8980,0.8984,0.0004
3065,0.8076,0.8210,0.0134
3066,0.8492,0.8738,0.0246
3067,0.8240,0.8260,0.0020
3068,0.9186,0.9026,-0.0160
3069,0.8968,0.8604,-0.0364
3070,0.9518,0.9580,0.0062
3071,0.9080,0.9132,0.0052
3072,0.9288,0.9520,0.0232
3073,0.8742,0.8942,0.0200
3074,0.8994,0.8808,-0.0186
3075,0.9402,0.9458,0.0056
3076,0.8526,0.8514,-0.0012
3077,0.9028,0.9380,0.0352
3078,0.9112,0.8860,-0.0252
3079,0.8936,0.9078,0.0142
3080,0.9574,0.9184,-0.0390
3081,0.9266,0.9002,-0.0264
3082,0.9042,0.8730,-0.0312
3083,0.8992,0.9094,0.0102
3084,0.8648,0.8758,0.0110
3085,0.8800,0.8790,-0.0010
3086,0.8678,0.8822,0.0144
3087,0.8196,0.8524,0.0328
3088,0.8442,0.8456,0.0014
3089,0.8682,0.8790,0.0108
3090,0.8544,0.8924,0.0380
3091,0.8366,0.8240,-0.0126
3092,0.8734,0.8808,0.0074
3093,0.8916,0.8712,-0.0204
3094,0.8494,0.8508,0.0014
3095,0.8986,0.8724,-0.0262
3096,0.9092,0.9056,-0.0036
3097,0.8760,0.8712,-0.0048
3098,0.8594,0.8324,-0.0270
3099,0.8600,0.8530,-0.0070
3100,0.7796,0.7804,0.0008
3101,0.9238,0.9246,0.0008
3102,0.8846,0.9008,0.0162
3103,0.8608,0.8582,-0.0026
3104,0.8748,0.9116,0.0368
3105,0.8520,0.8296,-0.0224
3106,0.9574,0.9534,-0.0040
3107,0.8602,0.8808,0.0206
3108,0.9054,0.8946,-0.0108
3109,0.8188,0.8608,0.0420
3110,0.9286,0.9338,0.0052
3111,0.8770,0.8938,0.0168
3112,0.9438,0.9284,-0.0154
3113,0.9004,0.8986,-0.0018
3114,0.8904,0.9040,0.0136
3115,0.8950,0.9302,0.0352
3116,0.8962,0.8756,-0.0206
3117,0.9216,0.9412,0.0196
3118,0.9170,0.9034,-0.0136
3119,0.8996,0.9140,0.0144
3120,0.8718,0.8726,0.0008
3121,0.9406,0.9374,-0.0032
3122,0.8930,0.9080,0.0150
3123,0.8660,0.8690,0.0030
3124,0.9116,0.9256,0.0140
3125,0.8618,0.8436,-0.0182
3126,0.8464,0.8754,0.0290
3127,0.8482,0.8606,0.0124
3128,0.8618,0.8746,0.0128
3129,0.8734,0.8844,0.0110
3130,0.9348,0.9508,0.0160
3131,0.8822,0.9166,0.0344
3132,0.9324,0.9378,0.0054
3133,0.9186,0.9546,0.0360
3134,0.8960,0.9080,0.0120
3135,0.8926,0.8966,0.0040
3136,0.9144,0.8932,-0.0212
3137,0.8918,0.9070,0.0152
3138,0.8232,0.8604,0.0372
3139,0.8964,0.9332,0.0368
3140,0.8784,0.8890,0.0106
3141,0.8316,0.8570,0.0254
3142,0.9446,0.9450,0.0004
3143,0.9300,0.9372,0.0072
3144,0.8840,0.9388,0.0548
3145,0.8696,0.8886,0.0190
3146,0.8468,0.8594,0.0126
3147,0.8978,0.9052,0.0074
3148,0.9224,0.9148,-0.0076
3149,0.9110,0.9104,-0.0006
3150,0.8994,0.8848,-0.0146
3151,0.8834,0.8500,-0.0334
3152,0.8552,0.8212,-0.0340
3153,0.9140,0.8806,-0.0334
3154,0.8754,0.8654,-0.0100
3155,0.8754,0.9006,0.0252
3156,0.9378,0.9180,-0.0198
3157,0.8916,0.9012,0.0096
3158,0.9300,0.9518,0.0218
3159,0.8482,0.8562,0.0080
3160,0.9576,0.9588,0.0012
3161,0.8484,0.8514,0.0030
3162,0.8514,0.8740,0.0226
3163,0.9020,0.9014,-0.0006
3164,0.8398,0.8680,0.0282
3165,0.8836,0.8982,0.0146
3166,0.9022,0.8916,-0.0106
3167,0.8522,0.8736,0.0214
3168,0.8710,0.8656,-0.0054
3169,0.8694,0.8962,0.0268
3170,0.8956,0.8830,-0.0126
3171,0.8778,0.9196,0.0418
3172,0.9184,0.9090,-0.0094
3173,0.8866,0.9282,0.0416
3174,0.8616,0.8480,-0.0136
3175,0.9256,0.8794,-0.0462
3176,0.8380,0.8500,0.0120
3177,0.8936,0.8860,-0.0076
3178,0.9040,0.8654,-0.0386
3179,0.8548,0.8596,0.0048
3180,0.8818,0.9084,0.0266
3181,0.8628,0.8614,-0.0014
3182,0.9372,0.9504,0.0132
3183,0.9286,0.8922,-0.0364
3184,0.9194,0.9138,-0.0056
3185,0.8996,0.8998,0.0002
3186,0.8448,0.8460,0.0012
3187,0.8222,0.8398,0.0176
3188,0.8436,0.8908,0.0472
3189,0.8414,0.8412,-0.0002
3190,0.8546,0.8746,0.0200
3191,0.8740,0.8698,-0.0042
3192,0.8910,0.9222,0.0312
3193,0.9342,0.8918,-0.0424
3194,0.8810,0.8990,0.0180
3195,0.8798,0.8516,-0.0282
3196,0.8454,0.8500,0.0046
3197,0.8478,0.8332,-0.0146
3198,0.8838,0.8942,0.0104
3199,0.9222,0.8976,-0.0246
3200,0.9168,0.9168,0.0000
3201,0.8534,0.8498,-0.0036
3202,0.9614,0.9664,0.0050
3203,0.9050,0.9086,0.0036
3204,0.7970,0.8160,0.0190
3205,0.9290,0.9140,-0.0150
3206,0.8840,0.8890,0.0050
3207,0.9266,0.9310,0.0044
3208,0.8806,0.9114,0.0308
3209,0.9176,0.9434,0.0258
3210,0.8446,0.8316,-0.0130
3211,0.8534,0.8520,-0.0014
3212,0.9216,0.9252,0.0036
3213,0.9148,0.9008,-0.0140
3214,0.9318,0.9336,0.0018
3215,0.8694,0.8836,0.0142
3216,0.8832,0.8950,0.0118
3217,0.8868,0.8900,0.0032
3218,0.8334,0.8442,0.0108
3219,0.8556,0.8924,0.0368
3220,0.9214,0.9018,-0.0196
3221,0.9154,0.9208,0.0054
3222,0.8892,0.9050,0.0158
3223,0.9194,0.9378,0.0184
3224,0.8870,0.8612,-0.0258
3225,0.8348,0.8486,0.0138
3226,0.9050,0.9124,0.0074
3227,0.8646,0.8516,-0.0130
3228,0.8768,0.8974,0.0206
3229,0.8748,0.9114,0.0366
3230,0.7778,0.7920,0.0142
3231,0.8746,0.8770,0.0024
3232,0.8372,0.8276,-0.0096
3233,0.8858,0.8890,0.0032
3234,0.8902,0.9082,0.0180
3235,0.8416,0.8558,0.0142
3236,0.8286,0.8176,-0.0110
3237,0.8804,0.9112,0.0308
3238,0.8178,0.8146,-0.0032
3239,0.8312,0.8638,0.0326
3240,0.8988,0.8832,-0.0156
3241,0.8572,0.8764,0.0192
3242,0.8436,0.8562,0.0126
3243,0.8866,0.8776,-0.0090
3244,0.8536,0.9170,0.0634
3245,0.8516,0.8910,0.0394
3246,0.8486,0.8368,-0.0118
3247,0.8654,0.8812,0.0158
3248,0.7992,0.8066,0.0074
3249,0.9318,0.9414,0.0096
3250,0.9028,0.8970,-0.0058
3251,0.9032,0.9260,0.0228
3252,0.8812,0.8970,0.0158
3253,0.8764,0.8832,0.0068
3254,0.8732,0.8890,0.0158
3255,0.9186,0.8982,-0.0204
3256,0.8902,0.8922,0.0020
3257,0.8788,0.8710,-0.0078
3258,0.8420,0.8470,0.0050
3259,0.8518,0.8764,0.0246
3260,0.8692,0.8794,0.0102
3261,0.8850,0.8778,-0.0072
3262,0.9238,0.9414,0.0176
3263,0.8304,0.8488,0.0184
3264,0.8818,0.8662,-0.0156
3265,0.8688,0.8966,0.0278
3266,0.8886,0.8584,-0.0302
3267,0.9156,0.8932,-0.0224
3268,0.8798,0.8754,-0.0044
