window_start,window_end,frozen_auc,incr_auc,periodic_auc
514500,514550,0.7272,0.8724,0.8884000000000001
514550,514600,0.6492,0.895,0.8954
514600,514650,0.7438,0.8812,0.8852
514650,514700,0.7938000000000001,0.8890000000000001,0.891
514700,514750,0.6136,0.8904,0.8712
514750,514800,0.5898000000000001,0.8884000000000001,0.894
514800,514850,0.5674000000000001,0.9041999999999999,0.9229999999999999
514850,514900,0.5316000000000001,0.9206000000000001,0.9106000000000001
514900,514950,0.5748,0.8814,0.8798000000000001
514950,515000,0.48160000000000003,0.8475999999999999,0.862
515000,515050,0.5686000000000001,0.8622,0.8797999999999999
515050,515100,0.6106,0.9254,0.9174
515100,515150,0.4796000000000001,0.9304,0.9204
515150,515200,0.5228,0.8920000000000001,0.8912
515200,515250,0.5084000000000001,0.6559999999999999,0.6856
515250,515300,0.6210000000000001,0.6608,0.6764
515300,515350,0.4556,0.6013999999999999,0.5793999999999999
515350,515400,0.44680000000000003,0.5998,0.5993999999999999
515400,515450,0.526,0.702,0.734
515450,515500,0.5250000000000001,0.7558,0.7622
515500,515550,0.5058,0.6174,0.639
515550,515600,0.5276000000000001,0.7202,0.7146
515600,515650,0.5267999999999999,0.6906,0.6861999999999999
515650,515700,0.6246,0.7098,0.7058
515700,515750,0.5248,0.7162,0.7262
515750,515800,0.5668,0.7295999999999999,0.7284
515800,515850,0.4742,0.6981999999999999,0.6914
515850,515900,0.5718000000000001,0.7726000000000001,0.767
515900,515950,0.5256,0.6804,0.6576000000000001
515950,516000,0.5466,0.669,0.6726
516000,516050,0.5025999999999999,0.654,0.658
516050,516100,0.4822,0.5904,0.6084
516100,516150,0.5756,0.7476,0.7464
516150,516200,0.4396,0.645,0.6182
516200,516250,0.5652,0.6444,0.6376000000000001
516250,516300,0.4653999999999999,0.6487999999999999,0.6688000000000001
516300,516350,0.5682,0.6782,0.6914
516350,516400,0.4384,0.5794,0.587
516400,516450,0.6114,0.6678,0.6778
516450,516500,0.5298,0.6196,0.6092
516500,516550,0.5372000000000001,0.7329999999999999,0.737
516550,516600,0.43779999999999997,0.629,0.6474
516600,516650,0.5384,0.6966,0.705
516650,516700,0.47420000000000007,0.5816000000000001,0.6112000000000001
516700,516750,0.4553999999999999,0.6688,0.6736
516750,516800,0.4534000000000001,0.6626,0.6581999999999999
516800,516850,0.5946,0.7056,0.7036
516850,516900,0.544,0.7126,0.7238
516900,516950,0.5306,0.6524,0.6484000000000001
516950,517000,0.4388000000000001,0.6658000000000001,0.655
517000,517050,0.5963999999999999,0.6441999999999999,0.6426000000000001
517050,517100,0.5002,0.6039999999999999,0.6132
517100,517150,0.542,0.724,0.7312
517150,517200,0.504,0.6986,0.699
517200,517250,0.6542,0.7588,0.7488
517250,517300,0.5112,0.6506000000000001,0.6597999999999999
517300,517350,0.5388000000000001,0.6592,0.658
517350,517400,0.5454,0.73,0.7172
517400,517450,0.46259999999999996,0.7398,0.7426
517450,517500,0.49839999999999995,0.7480000000000001,0.7476
517500,517550,0.5068,0.709,0.7010000000000001
517550,517600,0.5529999999999999,0.7584,0.7352
517600,517650,0.509,0.7124,0.6903999999999999
517650,517700,0.48479999999999995,0.6966,0.6930000000000001
517700,517750,0.509,0.7123999999999999,0.6971999999999999
517750,517800,0.542,0.8302,0.8322
517800,517850,0.7074,0.8363999999999999,0.8456
517850,517900,0.5720000000000001,0.836,0.8328
517900,517950,0.5294,0.7038,0.6786
517950,518000,0.5508000000000001,0.7194,0.7098
518000,518050,0.49660000000000004,0.6924,0.696
518050,518100,0.5464,0.7192,0.7115999999999999
518100,518150,0.5256,0.6446,0.617
518150,518200,0.5386,0.7106,0.6878
518200,518250,0.38799999999999996,0.6186,0.613
518250,518300,0.508,0.6736,0.6592
518300,518350,0.605,0.6966,0.6930000000000001
518350,518400,0.5676000000000001,0.6796,0.6896
518400,518450,0.5474,0.6666,0.6462
518450,518500,0.5391999999999999,0.6613999999999999,0.6578
518500,518550,0.5186,0.7005999999999999,0.7041999999999999
518550,518600,0.46380000000000005,0.6134,0.6262
518600,518650,0.5942,0.7508,0.7348
518650,518700,0.5176000000000001,0.5548,0.5576
518700,518750,0.552,0.672,0.7116
518750,518800,0.4586,0.6038,0.583
518800,518850,0.6791999999999999,0.8048,0.8175999999999999
518850,518900,0.7708000000000002,0.9286,0.9285999999999999
518900,518950,0.8038000000000001,0.9162,0.9202
518950,519000,0.7098,0.849,0.8462
519000,519050,0.795,0.8972,0.8924
519050,519100,0.8094,0.955,0.9622
519100,519150,0.7754000000000002,0.8706,0.8601999999999999
519150,519200,0.8655999999999999,0.9038,0.9066
519200,519250,0.7526,0.923,0.9301999999999999
519250,519300,0.7936000000000002,0.8954,0.8906
519300,519350,0.7528,0.8522000000000001,0.8502
519350,519400,0.782,0.8565999999999999,0.8522000000000001
519400,519450,0.7320000000000001,0.8322,0.8206
519450,519500,0.7236,0.8402000000000001,0.8478
